"","exp.box","exp.num","exp.id","start.date","colony.id","box.id","treat1","treat2","extract.id","treat.mgmL","FG.g","trash.g","trash2.g","sum.trash.trash2","marcynorm","marcynorm.sumtrash","PCA.dmso","PCA.na","PCA.dmso.sumtrash","PCA.na.sumtrash","trashing.success","n.ants","exp.hours","treat.application","acclimation","humidity.perc","date.box.poured","pour.controlled","fg.manip","location","dig.site","date.collected","soil.temps","chamber.depths","collected.by","recording","notes","ipad.pics","gopro.data","sample.sheet"
"103","e11.b06",11,"1081fracs R1.2","2020-09-01",414,6,"crude","crude","MB1081","10",0.622,0.62456,NA,0.62456,100,100,1090.091463,715.2460514,1090.091463,715.2460514,"y","8",24,"pipette","y","100","2020-08-19","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","","","",""
"104","e11.b07",11,"1081fracs R1.2","2020-09-01",414,7,"dmso","dmso","","0.50%",0.5462,0.05248,NA,0.05248,0,0,0,-31.49719358,0,-31.49719358,"y","8",24,"pipette","y","100","2020-08-19","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","","","",""
"105","e11.b08",11,"1081fracs R1.2","2020-09-01",414,8,"na","na","","",0.5095,0.07661,NA,0.07661,4.217941547,4.217941547,45.97942073,0,45.97942073,0,"y","8",24,"pipette","y","100","2020-08-19","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","","","",""
"106","e12.b01",12,"1081fracs R2.2","2020-09-06",408,1,"MB1081-B","B","MB1081-B","1",0.2565,0.14429,NA,0.14429,12.93326339,12.93326339,91.72203029,37871.05263,91.72203029,37871.05263,"kind of","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","timelapse 12MP,5s","plus diH2O in labnotebook","https://drive.google.com/drive/folders/13aRa6crMgIymSrbscRO2XqP8fklFaq9R?usp=sharing","kekws:/sda/GoPro/2020-09-06--2020-09-07_12.MB1081fracsR2.2_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1IJp2hLLwBDNT0sEg11te3CCSW4ZE9D6XqI23kI6Lfr4/edit?usp=sharing"
"107","e12.b02",12,"1081fracs R2.2","2020-09-06",408,2,"MB1081-C","C","MB1081-C","1",0.4579,0.06742,NA,0.06742,-1.468879979,-1.468879979,-10.4172203,17642.10526,-10.4172203,17642.10526,"kind of","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"108","e12.b03",12,"1081fracs R2.2","2020-09-06",408,3,"MB1081-D","D","MB1081-D","1",0.6796,0.17641,NA,0.17641,18.95117473,18.95117473,134.4007441,46323.68421,134.4007441,46323.68421,"kind of","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"109","e12.b04",12,"1081fracs R2.2","2020-09-06",408,4,"MB1081-E","E","MB1081-E","1",0.4836,0.22472,NA,0.22472,28.00239817,28.00239817,198.5915493,59036.84211,198.5915493,59036.84211,"kind of","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"110","e12.b05",12,"1081fracs R2.2","2020-09-06",408,5,"MB1081-G","G","MB1081-G","wash",0.6048,0.08521,NA,0.08521,1.864203545,1.864203545,13.22083444,22323.68421,13.22083444,22323.68421,"kind of","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"111","e12.b06",12,"1081fracs R2.2","2020-09-06",408,6,"crude","crude","MB1081","10",0.5581,0.609,NA,0.609,100,100,709.1947914,160163.1579,709.1947914,160163.1579,"y","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"112","e12.b07",12,"1081fracs R2.2","2020-09-06",408,7,"dmso","dmso","","0.50%",0.5308,0.07526,NA,0.07526,0,0,0,19705.26316,0,19705.26316,"y","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"113","e12.b08",12,"1081fracs R2.2","2020-09-06",408,8,"na","na","","",0.5451,0.00038,NA,0.00038,-14.02930266,-14.02930266,-99.49508371,0,-99.49508371,0,"y","8",24,"pipette","y","100","2020-08-31?","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","","","",""
"114","e13.b01",13,"Oberlies R1","2020-09-08",408,1,"Atroviridin B","","","0.25",0.4174,0.02618,NA,0.02618,4.400422816,4.400422816,75.23427041,361.7283951,75.23427041,361.7283951,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","timelapse 12MP,5s","5mL diH2O; some samples had trash2 (trash discernment uncelar); +diH2O in labnotebook","https://drive.google.com/drive/folders/13eaHDM6hG8D1jVnHqT4YzeLN5gk10gfs?usp=sharing","kekws:/sda/GoPro/2020-09-08--2020-09-09_13.OberliesPureCmpdsR1_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1QXXXckL8pw7RUyxowhe56zz6MuQmT35JD4UQfJVftQc/edit?usp=sharing"
"115","e13.b02",13,"Oberlies R1","2020-09-08",408,2,"transEKODE","","","0.25",0.417,0.00341,NA,0.00341,-4.513956857,-4.513956857,-77.17536814,-39.85890653,-77.17536814,-39.85890653,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","4-5mL diH2O","","",""
"116","e13.b03",13,"Oberlies R1","2020-09-08",408,3,"01042-12-3 new","","","0.25",0.5344,0.13536,NA,0.13536,47.14403163,47.14403163,806.0240964,2287.301587,806.0240964,2287.301587,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","4-5mL diH2O","","",""
"117","e13.b04",13,"Oberlies R1","2020-09-08",408,4,"Trichokinin VI","","","0.25",0.4581,0.57238,NA,0.57238,218.2359159,218.2359159,3731.191432,9994.885362,3731.191432,9994.885362,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","4-5mL diH2O","","",""
"118","e13.b05",13,"Oberlies R1","2020-09-08",408,5,"01041-12-5 new","","","0.25",0.4425,0.1241,NA,0.1241,42.73577888,42.73577888,730.6559572,2088.712522,730.6559572,2088.712522,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","5mL diH2O","","",""
"119","e13.b06",13,"Oberlies R1","2020-09-08",408,6,"Alamethicin F50","","","0.25",0.4199,0.48245,NA,0.48245,183.0286184,183.0286184,3129.250335,8408.818342,3129.250335,8408.818342,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","5-6mL diH2O","","",""
"120","e13.b07",13,"Oberlies R1","2020-09-08",408,7,"Polysporin B","","","0.25",0.4275,0.34402,0.10935,0.45337,128.8337314,171.6438946,2202.677376,5967.372134,2934.605087,7895.943563,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","4-5mL diH2O","","",""
"121","e13.b08",13,"Oberlies R1","2020-09-08",408,8,"Alamethicin","","","0.25",0.3751,0.17942,0.08458,0.264,64.39337588,97.50616607,1100.937082,3064.373898,1667.068273,4556.084656,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","5mL diH2O","","",""
"122","e13.b09",13,"Oberlies R1","2020-09-08",408,9,"crude","","MB1081","10",0.4195,0.27037,NA,0.27037,100,100,1709.705489,4668.430335,1709.705489,4668.430335,"y","8",24,"pipette","y","100","2020-08-19","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","old box (8/19); 11-12mL diH2O","","",""
"123","e13.b10",13,"Oberlies R1","2020-09-08",408,10,"dmso","","","0.50%",0.3916,0.01494,NA,0.01494,0,0,0,163.4920635,0,163.4920635,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","5mL diH2O","","",""
"124","e13.b11",13,"Oberlies R1","2020-09-08",408,11,"na","","","",0.3837,0.00567,NA,0.00567,-3.629174333,-3.629174333,-62.04819277,0,-62.04819277,0,"y","8",24,"pipette","y","100","2020-09-07","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 23.3C; Bottom soil temp: 23.1C","Top chamber: 5-13cm x 6cm; Bottom chamber: 18-27cm x 6cm","Katie Kyle","","6mL diH2O","","",""
"125","e14.b01",14,"Oberlies R2","2020-09-10",422,1,"Atroviridin B","","","0.25",0.53,0.36512,NA,0.36512,78.47687197,70.79164553,529.0833908,268.0645161,529.0833908,268.0645161,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","FAILED after 6h; timelapse 12MP,5s","1-2mL diH2O","https://drive.google.com/drive/folders/13mTRwDjgpjl8oeU5_aypbVZp0mDHrBhu?usp=sharing","kekws:/sda/GoPro/2020-09-10--2020-09-11_14.OberliesPureCmpdsR2_hero5timelapsephoto5sFAIL/","https://docs.google.com/spreadsheets/d/13jhdBtZ2Stk10pTF-r-DA8GqENcYwPwcGqQFfxbQDxc/edit?usp=sharing"
"126","e14.b02",14,"Oberlies R2","2020-09-10",422,2,"01042-12-3 new","","","0.25",0.5127,0.19196,NA,0.19196,34.22438027,30.87279266,230.7374225,93.50806452,230.7374225,93.50806452,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"127","e14.b03",14,"Oberlies R2","2020-09-10",422,3,"Trichokinin VI","","","0.25",0.5184,0.33084,NA,0.33084,69.71633018,62.88902208,470.0206754,233.5080645,470.0206754,233.5080645,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"128","e14.b04",14,"Oberlies R2","2020-09-10",422,4,"01041-12-5 new","","","0.25",0.5065,0.23147,0.14881,0.38028,44.32149246,74.28650468,298.8111647,133.3366935,555.2033081,283.3467742,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"129","e14.b05",14,"Oberlies R2","2020-09-10",422,5,"Alamethicin F50","","","0.25",0.5079,0.31391,NA,0.31391,65.38972655,58.986122,440.8511371,216.4415323,440.8511371,216.4415323,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"130","e14.b06",14,"Oberlies R2","2020-09-10",422,6,"Polysporin B","","","0.25",0.5634,0.38115,0.0398,0.42095,82.57347304,83.66222509,556.7022743,284.2237903,625.275672,324.3447581,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"131","e14.b07",14,"Oberlies R2","2020-09-10",422,7,"Alamethicin","","","0.25",0.5668,0.65422,NA,0.65422,152.358804,137.4383328,1027.188146,559.4959677,1027.188146,559.4959677,"y","9",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O; 9 ants, 1 very young - light color","","",""
"132","e14.b08",14,"Oberlies R2","2020-09-10",422,8,"crude","","MB1081","10",0.5448,0.44934,0.04248,0.49182,100,100,674.1902136,352.9637097,747.3811165,395.7862903,"y","10",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O; 10 ants, 2 very young - light color","","",""
"133","e14.b09",14,"Oberlies R2","2020-09-10",422,9,"dmso","","","0.50%",0.4442,0.05804,NA,0.05804,0,0,0,-41.49193548,0,-41.49193548,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","2mL diH2O","","",""
"134","e14.b10",14,"Oberlies R2","2020-09-10",422,10,"na","","","",0.5311,0.0992,NA,0.0992,10.51878354,9.488680898,70.91660924,0,70.91660924,0,"y","8",24,"pipette","y","100","2020-09-09","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 21.5C; Bottom soil temp: 22.5C","Top chamber: 6-17cm x 9cm; Bottom chamber: 18-27cm x 9cm","Jonathan Klassen","","1-2mL diH2O","","",""
"135","e15.b01",15,"1084fracs R1","2020-09-13",397,1,"MB1084-A","A","MB1084-A","1",0.56,0.05542,NA,0.05542,-52.12144803,-52.12144803,-62.84277573,67.38145575,-62.84277573,67.38145575,"n","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","timelapse 12MP,5s","1-2mL diH2O; didn't work that well","https://drive.google.com/drive/folders/13my6i5u4LbyU04uGoE7aD_Lx0lCGUO9Z?usp=sharing","kekws:/sda/GoPro/2020-09-13--2020-09-14_15.MB1084fracsR1_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1DBevNT6rMjNSveJTJ2NAxIm34FMFxN0C70ERgskM87M/edit?usp=sharing"
"136","e15.b02",15,"1084fracs R1","2020-09-13",397,2,"MB1084-B","B","MB1084-B","1",0.43,0.07275,NA,0.07275,-42.48456876,-42.48456876,-51.2236004,119.7221383,-51.2236004,119.7221383,"n","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O","","",""
"137","e15.b03",15,"1084fracs R1","2020-09-13",397,3,"MB1084-C","C","MB1084-C","1",0.45,0.077,NA,0.077,-40.1212256,-40.1212256,-48.37412001,132.5581395,-48.37412001,132.5581395,"n","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O","","",""
"138","e15.b04",15,"1084fracs R1","2020-09-13",397,4,"MB1084-D","D","MB1084-D","1",0.42,0.06166,NA,0.06166,-48.6515042,-48.6515042,-58.65906805,86.22772576,-58.65906805,86.22772576,"n","7",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O; 7 ants","","",""
"139","e15.b05",15,"1084fracs R1","2020-09-13",397,5,"MB1084-E","E","MB1084-E","1",0.46,0.14748,NA,0.14748,-0.9286548407,-0.9286548407,-1.119678176,345.4243431,-1.119678176,345.4243431,"n","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O","","",""
"140","e15.b06",15,"1084fracs R1","2020-09-13",397,6,"MB1084-F","F","MB1084-F","1",0.52,0.03426,NA,0.03426,-63.88811655,-63.88811655,-77.02983574,3.473270915,-77.02983574,3.473270915,"n","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O","","",""
"141","e15.b07",15,"1084fracs R1","2020-09-13",397,7,"crude","crude","MB1084","10",0.42,0.32898,NA,0.32898,100,100,120.5698961,893.5971006,120.5698961,893.5971006,"kind of","7?",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O; 7 ants","","",""
"142","e15.b08",15,"1084fracs R1","2020-09-13",397,8,"dmso","dmso","","0.50%",0.46,0.14915,NA,0.14915,0,0,0,350.4681365,0,350.4681365,"kind of","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","2mL diH2O","","",""
"143","e15.b09",15,"1084fracs R1","2020-09-13",397,9,"na","na","","",0.4955,0.03311,NA,0.03311,-64.52760941,-64.52760941,-77.80087161,0,-77.80087161,0,"y","8",24,"pipette","y","100","2020-09-12","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 25.7C; Bottom soil temp: 25.0C","Top chamber: 2cm x 7cm x 4cm; Bottom chamber: 9cm x 10cm x 4cm; Trash chamber: 33cm x 5cm x 4cm","Emily Green","","1-2mL diH2O","","",""
"144","e16.b01",16,"Oberlies R3","2020-09-16",412,1,"Atroviridin B","","","0.25",0.701,0.03554,NA,0.03554,10.22146508,10.22146508,224.8628885,231.220876,224.8628885,231.220876,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","timelapse, 12MP, 5s","~1.5mL diH2O; fresh prep of pure compounds by SPP this morning; a lot of the ants seemed a bit inactive at time of sampling for all boxes","https://drive.google.com/drive/folders/13uMHXyns0Wn36i8wRJdo-nMv3wBLld4u?usp=sharing","kekws:/sda/GoPro/2020-09-16--2020-09-17_16.OberliesPureCmpdsR3_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1hVdfAZQ692H4s5VP5iXDC0Gv0uiI88ceCEwSWVf9NrY/edit?usp=sharing"
"145","e16.b02",16,"Oberlies R3","2020-09-16",412,2,"01042-12-3 new","","","0.25",0.6822,0,NA,0,-4.545643412,-4.545643412,-100,-100,-100,-100,"y","7",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O; 1 ant mostly dead at sampling... mostly dead whole time?","","",""
"146","e16.b03",16,"Oberlies R3","2020-09-16",412,3,"Trichokinin VI","","","0.25",0.4792,0.17322,NA,0.17322,67.42842897,67.42842897,1483.363803,1514.352283,1483.363803,1514.352283,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
"147","e16.b04",16,"Oberlies R3","2020-09-16",412,4,"01041-12-5 new","","","0.25",0.725,0.23046,NA,0.23046,91.21203307,91.21203307,2006.581353,2047.809879,2006.581353,2047.809879,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
"148","e16.b05",16,"Oberlies R3","2020-09-16",412,5,"Alamethicin F50","","","0.25",0.4821,0.11783,NA,0.11783,44.41351228,44.41351228,977.0566728,998.1360671,977.0566728,998.1360671,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
"149","e16.b06",16,"Oberlies R3","2020-09-16",412,6,"Polysporin B","","","0.25",0.5595,0.35581,NA,0.35581,143.2957992,143.2957992,3152.3766,3216.029823,3152.3766,3216.029823,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O; 8ants + 1 pupa","","",""
"150","e16.b07",16,"Oberlies R3","2020-09-16",412,7,"Alamethicin","","","0.25",0.591,0.44627,NA,0.44627,180.8825363,180.8825363,3979.250457,4059.086673,3979.250457,4059.086673,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
"151","e16.b08",16,"Oberlies R3","2020-09-16",412,8,"crude","","MB1081","10",0.34,0.25161,NA,0.25161,100,100,2199.908592,2244.920783,2199.908592,2244.920783,"y","9",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O; 9 ants","","",""
"152","e16.b09",16,"Oberlies R3","2020-09-16",412,9,"dmso","","","0.50%",0.4543,0.01094,NA,0.01094,0,0,0,1.957129543,0,1.957129543,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
